ORDER_ID,SUBSCRIBER_ID,STATUS_DATE,STATUS_TIME,STATUS
100580,200372,20230222,151355,RETURNED
100580,200372,20230222,135843,CREATED
100379,200250,20230222,135900,POOL
100379,200250,20230222,135900,CREATED
100527,200202,20230223,80443,RETURNED
100527,200202,20230223,80443,POOL
100527,200202,20230222,94014,CREATED
100085,200229,20230222,125141,COMPLETED
100085,200229,20230222,105321,CREATED
100382,200478,20230223,15135,COMPLETED
100382,200478,20230223,148,RETURNED
100382,200478,20230222,105331,CREATED
100393,200040,20230222,165453,COMPLETED
100393,200040,20230222,151355,RETURNED
100393,200040,20230221,163805,CREATED
100182,200059,20230223,81411,ASSIGNED
100182,200059,20230223,74734,RETURNED
100182,200059,20230222,95322,CREATED
100095,200072,20230223,22808,COMPLETED
100095,200072,20230222,235512,RETURNED
100095,200072,20230222,95359,CREATED
100169,200154,20230222,152000,COMPLETED
100169,200154,20230222,135805,CREATED
100211,200154,20230221,202815,CANCELLED
100211,200154,20230221,202707,RETURNED
100211,200154,20230221,163748,CREATED
100149,200237,20230222,224817,COMPLETED
100149,200237,20230222,94555,CREATED
100201,200025,20230223,91103,ASSIGNED
100201,200025,20230223,41932,RETURNED
100201,200025,20230222,95504,CREATED
100243,200232,20230223,81158,ASSIGNED
100243,200232,20230222,234114,RETURNED
100243,200232,20230222,94010,CREATED
100047,200321,20230222,144632,COMPLETED
100047,200321,20230222,94929,CREATED
100405,200553,20230222,163216,COMPLETED
100405,200553,20230222,95020,CREATED
100443,200459,20230223,90133,ASSIGNED
100443,200459,20230223,80140,RETURNED
100443,200459,20230222,135849,CREATED
100403,200516,20230222,21600,COMPLETED
100403,200516,20230222,10336,RETURNED
100403,200516,20230221,163736,CREATED
100312,200162,20230222,203627,COMPLETED
100312,200162,20230222,154055,RETURNED
100312,200162,20230222,95341,CREATED
100455,200244,20230223,30512,COMPLETED
100455,200244,20230223,23204,RETURNED
100455,200244,20230222,105613,CREATED
100350,200155,20230222,115327,COMPLETED
100350,200155,20230222,94937,CREATED
100528,200395,20230223,83209,ASSIGNED
100528,200395,20230223,81557,RETURNED
100528,200395,20230222,94954,CREATED
100332,200236,20230222,141438,COMPLETED
100332,200236,20230222,95006,CREATED
100018,200582,20230222,165404,COMPLETED
100018,200582,20230222,151355,RETURNED
100018,200582,20230221,163723,CREATED
100265,200017,20230222,95209,POOL
100265,200017,20230222,95209,CREATED
100397,200251,20230222,95221,POOL
100397,200251,20230222,95221,CREATED
100316,200309,20230223,83343,ASSIGNED
100316,200309,20230223,74232,RETURNED
100316,200309,20230222,94616,CREATED
100304,200026,20230222,165105,COMPLETED
100304,200026,20230222,151355,RETURNED
100304,200026,20230222,105456,CREATED
100414,200038,20230223,81211,ASSIGNED
100414,200038,20230222,234114,RETURNED
100414,200038,20230222,94007,CREATED
100435,200106,20230222,230739,COMPLETED
100435,200106,20230222,155101,RETURNED
100435,200106,20230222,94129,CREATED
100053,200457,20230222,182851,COMPLETED
100053,200457,20230222,164213,RETURNED
100053,200457,20230222,94959,CREATED
100368,200306,20230223,82916,ASSIGNED
100368,200306,20230222,105345,CREATED
100063,200570,20230222,233922,COMPLETED
100063,200570,20230222,161234,RETURNED
100063,200570,20230222,94511,CREATED
100003,200432,20230223,82249,ASSIGNED
100003,200432,20230222,234114,RETURNED
100003,200432,20230222,94001,CREATED
100019,200304,20230223,85916,ASSIGNED
100019,200304,20230223,74715,RETURNED
100019,200304,20230222,105702,CREATED
100273,200213,20230223,33445,COMPLETED
100273,200213,20230222,235512,RETURNED
100273,200213,20230222,94915,CREATED
100328,200215,20230223,83121,ASSIGNED
100328,200215,20230223,81557,RETURNED
100328,200215,20230222,105724,CREATED
100413,200056,20230222,212523,COMPLETED
100413,200056,20230222,165807,RETURNED
100413,200056,20230222,105754,CREATED
100327,200550,20230223,90638,ASSIGNED
100327,200550,20230223,23326,RETURNED
100327,200550,20230222,94316,CREATED
100116,200507,20230221,231535,COMPLETED
100116,200507,20230221,163928,CREATED
100364,200217,20230223,21108,ASSIGNED
100364,200217,20230222,162354,RETURNED
100364,200217,20230222,93938,CREATED
100044,200554,20230223,71606,COMPLETED
100044,200554,20230223,10920,RETURNED
100044,200554,20230222,93613,CREATED
100334,200107,20230222,165159,COMPLETED
100334,200107,20230222,151355,RETURNED
100334,200107,20230222,94649,CREATED
100457,200544,20230222,121742,COMPLETED
100457,200544,20230222,105548,CREATED
100465,200173,20230223,94552,COMPLETED
100465,200173,20230223,74734,RETURNED
100465,200173,20230222,94107,CREATED
100022,200081,20230222,220954,COMPLETED
100022,200081,20230222,211109,RETURNED
100022,200081,20230222,94223,CREATED
100069,200046,20230222,132812,COMPLETED
100069,200046,20230222,95049,CREATED
100214,200474,20230222,134754,COMPLETED
100214,200474,20230222,94258,CREATED
100046,200352,20230221,164004,POOL
100046,200352,20230221,164004,CREATED
100325,200204,20230222,224947,COMPLETED
100325,200204,20230222,165822,RETURNED
100325,200204,20230222,94606,CREATED
100420,200420,20230222,190502,COMPLETED
100420,200420,20230222,153837,RETURNED
100420,200420,20230222,93955,CREATED
100126,200157,20230222,173317,COMPLETED
100126,200157,20230222,153006,RETURNED
100126,200157,20230222,94210,CREATED
100566,200466,20230223,72034,COMPLETED
100566,200466,20230223,11223,RETURNED
100566,200466,20230222,94254,CREATED
100518,200205,20230222,180637,COMPLETED
100518,200205,20230222,155232,RETURNED
100518,200205,20230222,93749,CREATED
100001,200574,20230223,81438,ASSIGNED
100001,200574,20230223,74734,RETURNED
100001,200574,20230222,95306,CREATED
100363,200533,20230222,105508,POOL
100363,200533,20230222,105508,CREATED
100172,200480,20230222,122321,COMPLETED
100172,200480,20230222,105542,CREATED
100247,200240,20230223,91108,ASSIGNED
100247,200240,20230223,81747,RETURNED
100247,200240,20230222,93620,CREATED
100579,200349,20230222,165246,COMPLETED
100579,200349,20230222,151355,RETURNED
100579,200349,20230222,94308,CREATED
100131,200447,20230222,93829,ASSIGNED
100131,200447,20230222,93733,CREATED
100326,200300,20230222,154302,COMPLETED
100326,200300,20230222,95436,CREATED
100371,200363,20230222,105502,POOL
100371,200363,20230222,105502,CREATED
100583,200053,20230222,223535,COMPLETED
100583,200053,20230222,154525,RETURNED
100583,200053,20230222,105653,CREATED
100021,200264,20230223,83343,ASSIGNED
100021,200264,20230223,23406,RETURNED
100021,200264,20230222,94326,CREATED
100031,200542,20230222,94448,POOL
100031,200542,20230222,94448,CREATED
100207,200208,20230223,91413,ASSIGNED
100207,200208,20230223,41932,RETURNED
100207,200208,20230222,105451,CREATED
100324,200138,20230221,163939,POOL
100324,200138,20230221,163939,CREATED
100153,200496,20230222,105527,POOL
100153,200496,20230222,105527,CREATED
100212,200487,20230222,120840,COMPLETED
100212,200487,20230222,105551,CREATED
100426,200519,20230223,83052,ASSIGNED
100426,200519,20230222,94755,CREATED
100474,200295,20230223,41810,COMPLETED
100474,200295,20230222,235512,RETURNED
100474,200295,20230222,94126,CREATED
100493,200067,20230222,152601,COMPLETED
100493,200067,20230222,73919,RETURNED
100493,200067,20230221,163931,CREATED
100082,200088,20230223,85902,ASSIGNED
100082,200088,20230223,85319,RETURNED
100082,200088,20230222,95206,CREATED
100285,200510,20230222,94421,POOL
100285,200510,20230222,94421,CREATED
100179,200261,20230223,82855,ASSIGNED
100179,200261,20230222,105545,CREATED
100577,200147,20230222,142002,COMPLETED
100577,200147,20230222,102051,RETURNED
100577,200147,20230222,94851,CREATED
100114,200362,20230222,172050,COMPLETED
100114,200362,20230222,154255,RETURNED
100114,200362,20230222,94147,CREATED
100191,200160,20230223,12814,COMPLETED
100191,200160,20230222,234157,RETURNED
100191,200160,20230222,93608,CREATED
100319,200512,20230222,190127,COMPLETED
100319,200512,20230222,154038,RETURNED
100319,200512,20230222,95413,CREATED
100323,200114,20230223,82408,ASSIGNED
100323,200114,20230223,74440,RETURNED
100323,200114,20230222,94235,CREATED
100208,200180,20230221,163820,POOL
100208,200180,20230221,163820,CREATED
100355,200267,20230222,95227,POOL
100355,200267,20230222,95227,CREATED
100417,200150,20230222,213625,COMPLETED
100417,200150,20230222,161234,RETURNED
100417,200150,20230222,94513,CREATED
100496,200451,20230221,205809,COMPLETED
100496,200451,20230221,164019,CREATED
100118,200511,20230222,142626,COMPLETED
100118,200511,20230222,95416,CREATED
100178,200064,20230223,82212,ASSIGNED
100178,200064,20230223,74734,RETURNED
100178,200064,20230222,105641,CREATED
100345,200342,20230222,141037,COMPLETED
100345,200342,20230222,95104,CREATED
100377,200523,20230222,95157,POOL
100377,200523,20230222,95157,CREATED
100287,200526,20230222,183347,COMPLETED
100287,200526,20230222,161234,RETURNED
100287,200526,20230222,93830,CREATED
100554,200057,20230222,135632,COMPLETED
100554,200057,20230222,94823,CREATED
100103,200019,20230223,90323,ASSIGNED
100103,200019,20230223,74715,RETURNED
100103,200019,20230222,94859,CREATED
100383,200448,20230222,154702,COMPLETED
100383,200448,20230222,135846,CREATED
100133,200214,20230222,225401,COMPLETED
100133,200214,20230222,154617,RETURNED
100133,200214,20230222,115637,CREATED
100357,200585,20230222,85045,ASSIGNED
100357,200585,20230221,163925,CREATED
100079,200092,20230223,82208,ASSIGNED
100079,200092,20230223,75215,RETURNED
100079,200092,20230222,105644,CREATED
100096,200318,20230222,154944,COMPLETED
100096,200318,20230222,101314,RETURNED
100096,200318,20230222,94204,CREATED
100541,200263,20230223,71433,COMPLETED
100541,200263,20230222,93610,CREATED
100272,200307,20230222,162422,ASSIGNED
100272,200307,20230222,162354,RETURNED
100272,200307,20230222,135851,CREATED
100274,200242,20230222,181513,CANCELLED
100274,200242,20230222,181241,RETURNED
100274,200242,20230222,95309,CREATED
100418,200094,20230222,203255,COMPLETED
100418,200094,20230222,152022,RETURNED
100418,200094,20230222,95427,CREATED
100356,200120,20230223,83224,ASSIGNED
100356,200120,20230223,81557,RETURNED
100356,200120,20230222,94538,CREATED
100115,200186,20230223,102337,COMPLETED
100115,200186,20230223,74734,RETURNED
100115,200186,20230222,105314,CREATED
100545,200468,20230223,75355,RETURNED
100545,200468,20230223,22104,ASSIGNED
100545,200468,20230222,105711,CREATED
100008,200190,20230223,83004,ASSIGNED
100008,200190,20230223,23424,RETURNED
100008,200190,20230222,94331,CREATED
100261,200248,20230222,184713,COMPLETED
100261,200248,20230222,153837,RETURNED
100261,200248,20230222,95203,CREATED
100463,200319,20230222,154449,COMPLETED
100463,200319,20230222,94945,CREATED
100422,200030,20230222,151324,COMPLETED
100422,200030,20230222,94243,CREATED
100010,200253,20230222,120725,COMPLETED
100010,200253,20230222,94301,CREATED
100510,200458,20230223,83357,ASSIGNED
100510,200458,20230223,23415,RETURNED
100510,200458,20230222,94329,CREATED
100227,200376,20230223,83254,ASSIGNED
100227,200376,20230223,23451,RETURNED
100227,200376,20230222,94339,CREATED
100016,200482,20230222,94401,POOL
100016,200482,20230222,94401,CREATED
100471,200073,20230222,105505,POOL
100471,200073,20230222,105505,CREATED
100051,200562,20230223,81147,ASSIGNED
100051,200562,20230223,74734,RETURNED
100051,200562,20230222,105622,CREATED
100043,200314,20230223,92001,COMPLETED
100043,200314,20230223,74734,RETURNED
100043,200314,20230222,105317,CREATED
100039,200355,20230222,214909,COMPLETED
100039,200355,20230222,194150,RETURNED
100039,200355,20230222,94924,CREATED
100215,200461,20230223,90915,ASSIGNED
100215,200461,20230223,22902,RETURNED
100215,200461,20230222,93626,CREATED
100205,200133,20230222,94711,ASSIGNED
100205,200133,20230222,94411,CREATED
100061,200271,20230222,190504,CANCELLED
100061,200271,20230222,182711,RETURNED
100061,200271,20230222,105249,CREATED
100158,200203,20230223,20550,ASSIGNED
100158,200203,20230222,162354,RETURNED
100158,200203,20230222,94644,CREATED
100333,200279,20230221,163730,POOL
100333,200279,20230221,163730,CREATED
100308,200569,20230223,81807,ASSIGNED
100308,200569,20230223,74734,RETURNED
100308,200569,20230222,94817,CREATED
100500,200298,20230222,110827,COMPLETED
100500,200298,20230222,94248,CREATED
100138,200221,20230222,94356,POOL
100138,200221,20230222,94356,CREATED
100041,200303,20230222,130926,COMPLETED
100041,200303,20230222,95337,CREATED
100411,200131,20230222,234444,COMPLETED
100411,200131,20230222,93846,CREATED
100204,200137,20230222,121250,COMPLETED
100204,200137,20230222,94623,CREATED
100372,200273,20230223,91123,ASSIGNED
100372,200273,20230223,41932,RETURNED
100372,200273,20230222,95507,CREATED
100297,200407,20230223,14755,COMPLETED
100297,200407,20230222,235512,RETURNED
100297,200407,20230222,105705,CREATED
100485,200567,20230222,224159,COMPLETED
100485,200567,20230222,154617,RETURNED
100485,200567,20230222,105323,CREATED
100083,200197,20230222,135810,POOL
100083,200197,20230222,135810,CREATED
100062,200323,20230222,10541,ASSIGNED
100062,200323,20230222,219,RETURNED
100062,200323,20230221,163843,CREATED
100489,200136,20230222,144730,COMPLETED
100489,200136,20230222,94132,CREATED
100148,200270,20230222,175704,COMPLETED
100148,200270,20230222,151902,RETURNED
100148,200270,20230222,94942,CREATED
100023,200310,20230223,11229,COMPLETED
100023,200310,20230222,233733,RETURNED
100023,200310,20230222,105722,CREATED
100098,200415,20230222,135759,POOL
100098,200415,20230222,135759,CREATED
100197,200423,20230223,83010,ASSIGNED
100197,200423,20230222,95233,CREATED
100329,200188,20230222,151033,COMPLETED
100329,200188,20230222,94603,CREATED
100574,200543,20230223,91156,ASSIGNED
100574,200543,20230223,41932,RETURNED
100574,200543,20230222,95513,CREATED
100006,200369,20230223,91333,ASSIGNED
100006,200369,20230223,41932,RETURNED
100006,200369,20230222,105413,CREATED
100495,200504,20230222,130935,COMPLETED
100495,200504,20230222,93746,CREATED
100394,200397,20230223,71858,COMPLETED
100394,200397,20230223,10938,RETURNED
100394,200397,20230222,93913,CREATED
100160,200216,20230222,205706,COMPLETED
100160,200216,20230222,162415,RETURNED
100160,200216,20230222,105632,CREATED
100109,200452,20230222,224603,COMPLETED
100109,200452,20230222,154617,RETURNED
100109,200452,20230222,115628,CREATED
100313,200452,20230222,42328,CANCELLED
100313,200452,20230222,13234,RETURNED
100313,200452,20230221,163757,CREATED
100074,200063,20230222,105511,POOL
100074,200063,20230222,105511,CREATED
100011,200207,20230223,82822,ASSIGNED
100011,200207,20230222,105606,CREATED
100452,200324,20230222,164528,COMPLETED
100452,200324,20230222,93736,CREATED
100198,200359,20230222,203214,CANCELLED
100198,200359,20230222,200128,RETURNED
100198,200359,20230222,94452,CREATED
100067,200247,20230222,105952,CANCELLED
100067,200247,20230222,105526,RETURNED
100067,200247,20230222,95136,CREATED
100229,200485,20230222,175835,COMPLETED
100229,200485,20230222,161234,RETURNED
100229,200485,20230222,95356,CREATED
100303,200539,20230223,82807,ASSIGNED
100303,200539,20230222,105609,CREATED
100295,200422,20230223,81017,ASSIGNED
100295,200422,20230223,74734,RETURNED
100295,200422,20230222,105638,CREATED
100559,200122,20230222,225021,COMPLETED
100559,200122,20230222,154525,RETURNED
100559,200122,20230222,94120,CREATED
100049,200281,20230222,130541,COMPLETED
100049,200281,20230222,93603,CREATED
100278,200462,20230222,95143,POOL
100278,200462,20230222,95143,CREATED
100221,200302,20230222,164419,COMPLETED
100221,200302,20230222,94038,CREATED
100233,200132,20230222,111633,COMPLETED
100233,200132,20230222,94956,CREATED
100106,200335,20230222,93643,POOL
100106,200335,20230222,93643,CREATED
100050,200548,20230222,93851,ASSIGNED
100050,200548,20230222,93730,CREATED
100385,200367,20230222,204426,COMPLETED
100385,200367,20230222,154125,RETURNED
100385,200367,20230222,115633,CREATED
100389,200021,20230222,114944,COMPLETED
100389,200021,20230222,94530,CREATED
100080,200027,20230221,163813,POOL
100080,200027,20230221,163813,CREATED
100571,200579,20230221,163733,POOL
100571,200579,20230221,163733,CREATED
100089,200099,20230223,90951,ASSIGNED
100089,200099,20230223,22923,RETURNED
100089,200099,20230222,93633,CREATED
100173,200340,20230222,165315,COMPLETED
100173,200340,20230222,151355,RETURNED
100173,200340,20230222,93640,CREATED
100444,200148,20230222,154046,CANCELLED
100444,200148,20230222,151552,RETURNED
100444,200148,20230222,93727,CREATED
100042,200412,20230223,35106,COMPLETED
100042,200412,20230223,23439,RETURNED
100042,200412,20230222,105557,CREATED
100271,200430,20230222,80709,COMPLETED
100271,200430,20230221,233320,RETURNED
100271,200430,20230221,163802,CREATED
100456,200436,20230223,90218,ASSIGNED
100456,200436,20230223,23603,RETURNED
100456,200436,20230222,95114,CREATED
100124,200559,20230222,94733,POOL
100124,200559,20230222,94733,CREATED
100028,200083,20230222,94736,POOL
100028,200083,20230222,94736,CREATED
100362,200328,20230223,83147,ASSIGNED
100362,200328,20230222,94742,CREATED
100119,200521,20230222,134323,COMPLETED
100119,200521,20230222,94048,CREATED
100143,200428,20230222,225702,COMPLETED
100143,200428,20230222,154525,RETURNED
100143,200428,20230222,94845,CREATED
100009,200058,20230222,195548,COMPLETED
100009,200058,20230222,151412,RETURNED
100009,200058,20230222,94951,CREATED
100270,200013,20230223,82121,ASSIGNED
100270,200013,20230223,74440,RETURNED
100270,200013,20230222,105749,CREATED
100464,200356,20230222,135616,CANCELLED
100464,200356,20230222,132000,RETURNED
100464,200356,20230222,95300,CREATED
100490,200329,20230222,152410,COMPLETED
100490,200329,20230222,101618,RETURNED
100490,200329,20230222,94536,CREATED
100036,200245,20230222,123003,RETURNED
100036,200245,20230222,123003,POOL
100036,200245,20230222,95036,CREATED
100487,200254,20230223,13226,COMPLETED
100487,200254,20230222,235332,RETURNED
100487,200254,20230222,95405,CREATED
100476,200371,20230222,120126,CANCELLED
100476,200371,20230222,101147,RETURNED
100476,200371,20230222,93858,CREATED
100129,200093,20230222,150446,COMPLETED
100129,200093,20230222,94216,CREATED
100353,200476,20230222,105612,CANCELLED
100353,200476,20230222,105122,RETURNED
100353,200476,20230221,192056,CREATED
100544,200219,20230222,165118,COMPLETED
100544,200219,20230222,151355,RETURNED
100544,200219,20230222,105453,CREATED
100256,200545,20230222,123414,COMPLETED
100256,200545,20230222,94104,CREATED
100125,200196,20230222,152318,COMPLETED
100125,200196,20230222,94221,CREATED
100419,200488,20230222,223531,COMPLETED
100419,200488,20230222,165426,RETURNED
100419,200488,20230222,94226,CREATED
100472,200032,20230222,185441,COMPLETED
100472,200032,20230222,154314,RETURNED
100472,200032,20230222,93550,CREATED
100458,200152,20230222,135237,COMPLETED
100458,200152,20230222,93618,CREATED
100408,200514,20230222,94006,ASSIGNED
100408,200514,20230222,93718,CREATED
100238,200351,20230222,213006,COMPLETED
100238,200351,20230222,93849,CREATED
100538,200168,20230223,90907,ASSIGNED
100538,200168,20230223,23130,RETURNED
100538,200168,20230222,93930,CREATED
100155,200140,20230222,94708,POOL
100155,200140,20230222,94708,CREATED
100187,200418,20230222,85106,ASSIGNED
100187,200418,20230221,163837,CREATED
100516,200492,20230222,130248,COMPLETED
100516,200492,20230222,115335,RETURNED
100516,200492,20230222,105647,CREATED
100210,200403,20230222,133754,COMPLETED
100210,200403,20230222,93555,CREATED
100306,200520,20230222,172925,COMPLETED
100306,200520,20230222,152540,RETURNED
100306,200520,20230222,93605,CREATED
100331,200048,20230223,80443,RETURNED
100331,200048,20230223,80443,POOL
100331,200048,20230221,192100,CREATED
100367,200014,20230223,83044,RETURNED
100367,200014,20230223,83044,POOL
100367,200014,20230222,105424,CREATED
100020,200050,20230222,222741,COMPLETED
100020,200050,20230222,121714,RETURNED
100020,200050,20230222,105253,CREATED
100551,200103,20230223,92909,ASSIGNED
100551,200103,20230223,92213,RETURNED
100551,200103,20230222,94703,CREATED
100087,200294,20230222,94730,POOL
100087,200294,20230222,94730,CREATED
100223,200260,20230223,100333,COMPLETED
100223,200260,20230221,164013,CREATED
100573,200047,20230223,90153,ASSIGNED
100573,200047,20230223,23630,RETURNED
100573,200047,20230222,95116,CREATED
100549,200212,20230222,205510,COMPLETED
100549,200212,20230222,162415,RETURNED
100549,200212,20230222,95328,CREATED
100070,200036,20230223,83459,ASSIGNED
100070,200036,20230223,74232,RETURNED
100070,200036,20230222,93905,CREATED
100240,200577,20230222,133929,COMPLETED
100240,200577,20230222,93923,CREATED
100180,200581,20230223,83516,ASSIGNED
100180,200581,20230223,23533,RETURNED
100180,200581,20230222,94641,CREATED
100450,200111,20230221,163726,POOL
100450,200111,20230221,163726,CREATED
100321,200346,20230223,90304,ASSIGNED
100321,200346,20230223,74715,RETURNED
100321,200346,20230222,94907,CREATED
100014,200062,20230222,225858,COMPLETED
100014,200062,20230222,95031,CREATED
100091,200358,20230222,105243,POOL
100091,200358,20230222,105243,CREATED
100235,200442,20230222,110005,CANCELLED
100235,200442,20230222,105406,RETURNED
100235,200442,20230222,93715,CREATED
100501,200113,20230223,85441,ASSIGNED
100501,200113,20230223,41932,RETURNED
100501,200113,20230222,95515,CREATED
100378,200069,20230223,84728,ASSIGNED
100378,200069,20230223,23335,RETURNED
100378,200069,20230222,94319,CREATED
100048,200381,20230222,93709,POOL
100048,200381,20230222,93709,CREATED
100268,200341,20230221,230847,COMPLETED
100268,200341,20230221,163859,CREATED
100029,200460,20230222,133338,COMPLETED
100029,200460,20230222,93925,CREATED
100533,200484,20230223,81901,ASSIGNED
100533,200484,20230223,74734,RETURNED
100533,200484,20230222,94807,CREATED
100065,200145,20230222,100916,COMPLETED
100065,200145,20230222,94117,CREATED
100540,200333,20230222,190106,COMPLETED
100540,200333,20230222,160226,RETURNED
100540,200333,20230222,105757,CREATED
100453,200419,20230222,182056,COMPLETED
100453,200419,20230222,162415,RETURNED
100453,200419,20230222,95312,CREATED
100100,200440,20230222,142214,COMPLETED
100100,200440,20230222,94142,CREATED
100505,200350,20230222,165145,COMPLETED
100505,200350,20230222,151355,RETURNED
100505,200350,20230222,95131,CREATED
100236,200286,20230222,172946,COMPLETED
100236,200286,20230222,152540,RETURNED
100236,200286,20230222,94614,CREATED
100076,200166,20230221,163908,POOL
100076,200166,20230221,163908,CREATED
100183,200090,20230222,153747,COMPLETED
100183,200090,20230222,95059,CREATED
100486,200547,20230222,181215,COMPLETED
100486,200547,20230222,162415,RETURNED
100486,200547,20230222,95315,CREATED
100224,200018,20230222,130635,COMPLETED
100224,200018,20230222,93817,CREATED
100569,200513,20230222,223129,COMPLETED
100569,200513,20230222,154038,RETURNED
100569,200513,20230222,95411,CREATED
100555,200384,20230222,22101,COMPLETED
100555,200384,20230221,163754,CREATED
100366,200402,20230222,124459,COMPLETED
100366,200402,20230222,94609,CREATED
100412,200292,20230222,183318,COMPLETED
100412,200292,20230222,154314,RETURNED
100412,200292,20230222,94611,CREATED
100298,200039,20230223,85947,ASSIGNED
100298,200039,20230223,23212,RETURNED
100298,200039,20230222,93943,CREATED
100219,200325,20230222,173447,COMPLETED
100219,200325,20230222,154616,RETURNED
100219,200325,20230222,93952,CREATED
100446,200239,20230222,142807,COMPLETED
100446,200239,20230222,95004,CREATED
100286,200438,20230223,91232,ASSIGNED
100286,200438,20230223,41932,RETURNED
100286,200438,20230222,105238,CREATED
100469,200075,20230223,90940,ASSIGNED
100469,200075,20230223,23026,RETURNED
100469,200075,20230222,93631,CREATED
100348,200566,20230223,104128,COMPLETED
100348,200566,20230223,74734,RETURNED
100348,200566,20230222,93752,CREATED
100072,200410,20230223,90135,ASSIGNED
100072,200410,20230223,74715,RETURNED
100072,200410,20230222,95353,CREATED
100423,200399,20230223,90445,ASSIGNED
100423,200399,20230223,31117,RETURNED
100423,200399,20230221,163902,CREATED
100121,200126,20230223,95922,COMPLETED
100121,200126,20230223,80443,RETURNED
100121,200126,20230222,105600,CREATED
100177,200454,20230223,11116,COMPLETED
100177,200454,20230222,234917,RETURNED
100177,200454,20230222,105619,CREATED
100289,200311,20230222,223558,COMPLETED
100289,200311,20230222,154038,RETURNED
100289,200311,20230222,94156,CREATED
100318,200045,20230223,73818,RETURNED
100318,200045,20230223,73818,POOL
100318,200045,20230221,185542,CREATED
100344,200339,20230223,95431,RETURNED
100344,200339,20230223,95431,POOL
100344,200339,20230222,95251,CREATED
100436,200209,20230222,143107,COMPLETED
100436,200209,20230222,105735,CREATED
100564,200241,20230222,94426,POOL
100564,200241,20230222,94426,CREATED
100146,200174,20230222,155701,CANCELLED
100146,200174,20230222,154116,RETURNED
100146,200174,20230222,105719,CREATED
100477,200171,20230223,90857,ASSIGNED
100477,200171,20230223,22846,RETURNED
100477,200171,20230222,93623,CREATED
100374,200378,20230223,84710,ASSIGNED
100374,200378,20230223,23621,RETURNED
100374,200378,20230222,94658,CREATED
100101,200176,20230222,130344,COMPLETED
100101,200176,20230222,94004,CREATED
100519,200224,20230223,94824,RETURNED
100519,200224,20230223,94824,POOL
100519,200224,20230222,94749,CREATED
100013,200494,20230222,233519,COMPLETED
100013,200494,20230222,160043,RETURNED
100013,200494,20230222,94134,CREATED
100392,200565,20230222,102448,COMPLETED
100392,200565,20230222,74739,RETURNED
100392,200565,20230221,163745,CREATED
100432,200475,20230222,81209,CANCELLED
100432,200475,20230222,64533,RETURNED
100432,200475,20230221,163810,CREATED
100249,200170,20230222,210238,COMPLETED
100249,200170,20230222,183328,RETURNED
100249,200170,20230222,94802,CREATED
100479,200587,20230223,82103,ASSIGNED
100479,200587,20230223,74734,RETURNED
100479,200587,20230222,94113,CREATED
100181,200230,20230222,154640,COMPLETED
100181,200230,20230222,101548,RETURNED
100181,200230,20230222,94527,CREATED
100310,200051,20230222,141920,COMPLETED
100310,200051,20230222,94626,CREATED
100105,200183,20230222,132617,COMPLETED
100105,200183,20230222,93918,CREATED
100192,200272,20230222,185643,COMPLETED
100192,200272,20230222,151355,RETURNED
100192,200272,20230222,94634,CREATED
100108,200453,20230222,105524,POOL
100108,200453,20230222,105524,CREATED
100441,200368,20230222,191819,COMPLETED
100441,200368,20230222,105616,CREATED
100012,200534,20230222,162434,COMPLETED
100012,200534,20230222,153827,RETURNED
100012,200534,20230222,94927,CREATED
100052,200589,20230222,185639,COMPLETED
100052,200589,20230222,154038,RETURNED
100052,200589,20230222,94158,CREATED
100525,200404,20230223,91004,ASSIGNED
100525,200404,20230223,23101,RETURNED
100525,200404,20230222,93636,CREATED
100388,200386,20230222,93702,POOL
100388,200386,20230222,93702,CREATED
100517,200414,20230222,224401,COMPLETED
100517,200414,20230222,154525,RETURNED
100517,200414,20230222,93801,CREATED
100144,200079,20230222,212208,COMPLETED
100144,200079,20230222,94558,CREATED
100530,200425,20230222,105459,POOL
100530,200425,20230222,105459,CREATED
100315,200187,20230223,51552,COMPLETED
100315,200187,20230223,40310,RETURNED
100315,200187,20230222,94902,CREATED
100584,200558,20230222,165229,COMPLETED
100584,200558,20230222,151355,RETURNED
100584,200558,20230222,94336,CREATED
100560,200262,20230222,101815,ASSIGNED
100560,200262,20230222,94508,CREATED
100548,200175,20230223,82030,ASSIGNED
100548,200175,20230223,41932,RETURNED
100548,200175,20230222,181338,CREATED
100578,200388,20230222,105518,POOL
100578,200388,20230222,105518,CREATED
100123,200305,20230223,82841,ASSIGNED
100123,200305,20230222,105602,CREATED
100282,200317,20230222,112920,COMPLETED
100282,200317,20230222,101313,RETURNED
100282,200317,20230222,94051,CREATED
100150,200034,20230223,14242,CANCELLED
100150,200034,20230223,13831,RETURNED
100150,200034,20230222,95009,CREATED
100482,200029,20230222,112355,COMPLETED
100482,200029,20230222,93558,CREATED
100220,200100,20230223,91346,ASSIGNED
100220,200100,20230223,41932,RETURNED
100220,200100,20230222,105416,CREATED
100317,200394,20230222,95151,POOL
100317,200394,20230222,95151,CREATED
100535,200413,20230223,22144,COMPLETED
100535,200413,20230223,23204,RETURNED
100535,200413,20230222,95245,CREATED
100199,200258,20230222,174819,COMPLETED
100199,200258,20230222,154525,RETURNED
100199,200258,20230222,93807,CREATED
100040,200470,20230222,223517,COMPLETED
100040,200470,20230222,95441,CREATED
100494,200181,20230222,94718,POOL
100494,200181,20230222,94718,CREATED
