ORDER_ID,SUBSCRIBER_ID,STATUS_DATE,STATUS_TIME,STATUS
100281,200473,20230222,93949,CREATED
100277,200332,20230222,123023,RETURNED
100277,200332,20230222,123023,POOL
100277,200332,20230222,95042,CREATED
100498,200580,20230222,123449,COMPLETED
100498,200580,20230222,93615,CREATED
100314,200469,20230223,91306,ASSIGNED
100314,200469,20230223,41932,RETURNED
100314,200469,20230222,105241,CREATED
100546,200479,20230222,93659,POOL
100546,200479,20230222,93659,CREATED
100203,200578,20230222,182015,COMPLETED
100203,200578,20230222,155709,RETURNED
100203,200578,20230222,95218,CREATED
100478,200172,20230223,83311,ASSIGNED
100478,200172,20230223,74232,RETURNED
100478,200172,20230222,94619,CREATED
100267,200400,20230222,95154,POOL
100267,200400,20230222,95154,CREATED
100033,200518,20230222,93649,POOL
100033,200518,20230222,93649,CREATED
100395,200066,20230222,104642,COMPLETED
100395,200066,20230222,93804,CREATED
100542,200198,20230222,154558,COMPLETED
100542,200198,20230222,100948,RETURNED
100542,200198,20230222,93838,CREATED
100387,200586,20230223,82357,ASSIGNED
100387,200586,20230223,74440,RETURNED
100387,200586,20230222,94550,CREATED
100185,200153,20230222,192940,COMPLETED
100185,200153,20230222,163421,RETURNED
100185,200153,20230222,94601,CREATED
100416,200125,20230222,94724,POOL
100416,200125,20230222,94724,CREATED
100301,200200,20230222,144638,COMPLETED
100301,200200,20230222,94814,CREATED
100448,200112,20230222,131940,COMPLETED
100448,200112,20230222,95109,CREATED
100083,200490,20230222,135810,POOL
100083,200490,20230222,135810,CREATED
100176,200228,20230221,163915,POOL
100176,200228,20230221,163915,CREATED
100466,200293,20230223,83132,ASSIGNED
100466,200293,20230222,94746,CREATED
100226,200498,20230222,123040,RETURNED
100226,200498,20230222,123040,POOL
100226,200498,20230222,95039,CREATED
100004,200234,20230222,104426,COMPLETED
100004,200234,20230222,93758,CREATED
100017,200096,20230222,141120,COMPLETED
100017,200096,20230222,94541,CREATED
100262,200583,20230222,172239,COMPLETED
100262,200583,20230222,160111,RETURNED
100262,200583,20230222,95446,CREATED
100352,200098,20230223,40655,COMPLETED
100352,200098,20230223,40509,RETURNED
100352,200098,20230222,93855,CREATED
100066,200191,20230222,211853,COMPLETED
100066,200191,20230222,105751,CREATED
100002,200121,20230222,93712,POOL
100002,200121,20230222,93712,CREATED
100567,200022,20230221,185800,ASSIGNED
100567,200022,20230221,185545,CREATED
100340,200043,20230222,184901,COMPLETED
100340,200043,20230222,154314,RETURNED
100340,200043,20230222,95047,CREATED
100064,200278,20230222,125357,COMPLETED
100064,200278,20230222,94303,CREATED
100427,200361,20230223,95402,COMPLETED
100427,200361,20230223,80443,RETURNED
100427,200361,20230222,95249,CREATED
100409,200233,20230221,213244,COMPLETED
100409,200233,20230221,163717,CREATED
100284,200268,20230222,142949,CANCELLED
100284,200268,20230222,142116,RETURNED
100284,200268,20230222,135906,CREATED
100347,200268,20230222,144313,ASSIGNED
100347,200268,20230222,143400,CREATED
100480,200531,20230223,83055,ASSIGNED
100480,200531,20230223,81557,RETURNED
100480,200531,20230222,105730,CREATED
100425,200536,20230223,94654,COMPLETED
100425,200536,20230223,80443,RETURNED
100425,200536,20230222,95230,CREATED
100094,200434,20230222,190555,CANCELLED
100094,200434,20230222,182536,RETURNED
100094,200434,20230222,94501,CREATED
100034,200360,20230223,82344,ASSIGNED
100034,200360,20230223,74440,RETURNED
100034,200360,20230222,93852,CREATED
100168,200375,20230222,223452,COMPLETED
100168,200375,20230222,154525,RETURNED
100168,200375,20230221,164016,CREATED
100529,200387,20230222,122422,COMPLETED
100529,200387,20230222,102051,RETURNED
100529,200387,20230222,94854,CREATED
100380,200206,20230221,203012,COMPLETED
100380,200206,20230221,164028,CREATED
100269,200178,20230222,223558,COMPLETED
100269,200178,20230222,165440,RETURNED
100269,200178,20230222,105738,CREATED
100117,200105,20230222,151110,COMPLETED
100117,200105,20230222,95101,CREATED
100258,200085,20230223,84824,ASSIGNED
100258,200085,20230223,23542,RETURNED
100258,200085,20230222,95111,CREATED
100330,200515,20230223,15153,COMPLETED
100330,200515,20230222,235512,RETURNED
100330,200515,20230222,94516,CREATED
100225,200193,20230222,154844,COMPLETED
100225,200193,20230222,95421,CREATED
100122,200165,20230222,223935,COMPLETED
100122,200165,20230222,94552,CREATED
100415,200571,20230223,91210,ASSIGNED
100415,200571,20230223,41932,RETURNED
100415,200571,20230222,95518,CREATED
100222,200343,20230223,82604,ASSIGNED
100222,200343,20230223,82240,RETURNED
100222,200343,20230222,94826,CREATED
100206,200135,20230223,90213,ASSIGNED
100206,200135,20230223,74715,RETURNED
100206,200135,20230222,94921,CREATED
100473,200331,20230223,90931,ASSIGNED
100473,200331,20230223,41932,RETURNED
100473,200331,20230222,95128,CREATED
100475,200283,20230223,82007,ASSIGNED
100475,200283,20230223,74734,RETURNED
100475,200283,20230221,163918,CREATED
100381,200110,20230222,122407,COMPLETED
100381,200110,20230222,94522,CREATED
100337,200377,20230221,180151,COMPLETED
100337,200377,20230221,163853,CREATED
100513,200540,20230222,105402,POOL
100513,200540,20230222,105402,CREATED
100060,200446,20230222,105530,POOL
100060,200446,20230222,105530,CREATED
100025,200201,20230223,92803,ASSIGNED
100025,200201,20230223,80443,RETURNED
100025,200201,20230222,105311,CREATED
100266,200556,20230223,94746,COMPLETED
100266,200556,20230223,80443,RETURNED
100266,200556,20230222,94805,CREATED
100193,200143,20230222,93646,POOL
100193,200143,20230222,93646,CREATED
100228,200104,20230222,232249,COMPLETED
100228,200104,20230222,154525,RETURNED
100228,200104,20230222,95334,CREATED
100359,200417,20230223,13115,COMPLETED
100359,200417,20230222,235512,RETURNED
100359,200417,20230222,93825,CREATED
100068,200431,20230222,154543,COMPLETED
100068,200431,20230222,101053,RETURNED
100068,200431,20230222,93835,CREATED
100164,200265,20230221,184336,COMPLETED
100164,200265,20230221,164010,CREATED
100075,200119,20230223,81505,ASSIGNED
100075,200119,20230223,74734,RETURNED
100075,200119,20230222,94833,CREATED
100263,200044,20230222,105239,COMPLETED
100263,200044,20230222,94137,CREATED
100239,200074,20230222,194520,COMPLETED
100239,200074,20230222,95029,CREATED
100202,200445,20230223,90736,ASSIGNED
100202,200445,20230223,23306,RETURNED
100202,200445,20230222,94311,CREATED
100547,200123,20230223,90023,ASSIGNED
100547,200123,20230223,41932,RETURNED
100547,200123,20230222,95123,CREATED
100449,200505,20230221,163942,POOL
100449,200505,20230221,163942,CREATED
100248,200290,20230222,93656,POOL
100248,200290,20230222,93656,CREATED
100429,200563,20230223,81220,ASSIGNED
100429,200563,20230223,74734,RETURNED
100429,200563,20230222,105353,CREATED
100059,200326,20230222,230248,COMPLETED
100059,200326,20230222,154525,RETURNED
100059,200326,20230222,93810,CREATED
100514,200315,20230222,101921,ASSIGNED
100514,200315,20230222,93813,CREATED
100581,200289,20230223,82033,ASSIGNED
100581,200289,20230223,74734,RETURNED
100581,200289,20230222,94054,CREATED
100218,200406,20230223,82144,ASSIGNED
100218,200406,20230223,74734,RETURNED
100218,200406,20230222,94057,CREATED
100296,200077,20230222,223625,COMPLETED
100296,200077,20230222,154525,RETURNED
100296,200077,20230222,94840,CREATED
100084,200477,20230223,90335,ASSIGNED
100084,200477,20230223,74715,RETURNED
100084,200477,20230222,94856,CREATED
100390,200557,20230223,90314,ASSIGNED
100390,200557,20230223,74715,RETURNED
100390,200557,20230222,94905,CREATED
100391,200124,20230222,85627,COMPLETED
100391,200124,20230222,82507,RETURNED
100391,200124,20230221,163856,CREATED
100341,200065,20230223,95639,RETURNED
100341,200065,20230223,95639,POOL
100341,200065,20230222,135802,CREATED
100244,200115,20230222,145410,COMPLETED
100244,200115,20230222,95402,CREATED
100438,200522,20230223,90428,ASSIGNED
100438,200522,20230223,22812,RETURNED
100438,200522,20230221,163721,CREATED
100292,200235,20230222,94721,POOL
100292,200235,20230222,94721,CREATED
100336,200296,20230222,181058,COMPLETED
100336,200296,20230222,162415,RETURNED
100336,200296,20230222,94820,CREATED
100024,200537,20230222,130424,COMPLETED
100024,200537,20230222,105650,CREATED
100167,200416,20230222,115055,COMPLETED
100167,200416,20230222,94940,CREATED
100461,200483,20230222,215006,COMPLETED
100461,200483,20230222,154617,RETURNED
100461,200483,20230222,94218,CREATED
100163,200491,20230223,90054,ASSIGNED
100163,200491,20230223,41932,RETURNED
100163,200491,20230222,95119,CREATED
100537,200348,20230222,223929,COMPLETED
100537,200348,20230222,154525,RETURNED
100537,200348,20230221,163921,CREATED
100360,200433,20230222,133759,CANCELLED
100360,200433,20230222,124540,RETURNED
100360,200433,20230222,94524,CREATED
100216,200142,20230222,131320,COMPLETED
100216,200142,20230222,94544,CREATED
100145,200184,20230223,83043,ASSIGNED
100145,200184,20230223,74232,RETURNED
100145,200184,20230222,95452,CREATED
100459,200503,20230223,83258,ASSIGNED
100459,200503,20230222,234941,RETURNED
100459,200503,20230222,93958,CREATED
100349,200313,20230221,163834,POOL
100349,200313,20230221,163834,CREATED
100189,200167,20230223,94725,COMPLETED
100189,200167,20230223,80443,RETURNED
100189,200167,20230222,105554,CREATED
100170,200497,20230222,164206,COMPLETED
100170,200497,20230222,162938,RETURNED
100170,200497,20230222,94140,CREATED
100430,200211,20230222,215806,COMPLETED
100430,200211,20230222,94229,CREATED
100524,200249,20230221,163831,POOL
100524,200249,20230221,163831,CREATED
100293,200118,20230222,94418,POOL
100293,200118,20230222,94418,CREATED
100462,200139,20230222,181217,COMPLETED
100462,200139,20230222,151727,RETURNED
100462,200139,20230222,95424,CREATED
100507,200288,20230223,91036,ASSIGNED
100507,200288,20230223,81812,RETURNED
100507,200288,20230222,93920,CREATED
100543,200256,20230221,215018,COMPLETED
100543,200256,20230221,163751,CREATED
100162,200054,20230222,120135,COMPLETED
100162,200054,20230222,95051,CREATED
100151,200393,20230222,124026,COMPLETED
100151,200393,20230222,94256,CREATED
100553,200129,20230222,145605,COMPLETED
100553,200129,20230222,61750,RETURNED
100553,200129,20230221,163905,CREATED
100339,200353,20230222,95212,POOL
100339,200353,20230222,95212,CREATED
100255,200389,20230222,173300,COMPLETED
100255,200389,20230222,155202,RETURNED
100255,200389,20230222,94439,CREATED
100305,200408,20230222,105405,POOL
100305,200408,20230222,105405,CREATED
100437,200023,20230223,91318,ASSIGNED
100437,200023,20230223,41932,RETURNED
100437,200023,20230222,105411,CREATED
100522,200398,20230223,83017,ASSIGNED
100522,200398,20230223,74232,RETURNED
100522,200398,20230222,95454,CREATED
100086,200108,20230222,94656,ASSIGNED
100086,200108,20230222,94433,CREATED
100440,200035,20230223,20928,COMPLETED
100440,200035,20230222,235512,RETURNED
100440,200035,20230222,94519,CREATED
100171,200501,20230222,215217,COMPLETED
100171,200501,20230222,162415,RETURNED
100171,200501,20230222,105625,CREATED
100245,200127,20230222,181234,COMPLETED
100245,200127,20230222,154628,RETURNED
100245,200127,20230222,95014,CREATED
100102,200041,20230222,93652,POOL
100102,200041,20230222,93652,CREATED
100071,200299,20230223,82235,ASSIGNED
100071,200299,20230222,234114,RETURNED
100071,200299,20230222,95215,CREATED
100237,200444,20230223,33837,CANCELLED
100237,200444,20230223,11207,RETURNED
100237,200444,20230222,93911,CREATED
100251,200530,20230222,123643,COMPLETED
100251,200530,20230222,93915,CREATED
100156,200489,20230222,94201,ASSIGNED
100156,200489,20230222,94036,CREATED
100152,200327,20230222,153810,COMPLETED
100152,200327,20230222,95106,CREATED
100140,200011,20230223,85930,ASSIGNED
100140,200011,20230223,41932,RETURNED
100140,200011,20230222,105439,CREATED
100130,200379,20230223,13647,CANCELLED
100130,200379,20230223,10630,RETURNED
100130,200379,20230222,105539,CREATED
100027,200320,20230222,120700,COMPLETED
100027,200320,20230222,90728,RETURNED
100027,200320,20230221,163739,CREATED
100565,200481,20230222,164805,ASSIGNED
100565,200481,20230222,161234,RETURNED
100565,200481,20230222,94913,CREATED
100470,200274,20230222,175038,COMPLETED
100470,200274,20230222,151355,RETURNED
100470,200274,20230222,95133,CREATED
100365,200194,20230222,175012,COMPLETED
100365,200194,20230222,151355,RETURNED
100365,200194,20230222,94700,CREATED
100154,200016,20230222,201251,COMPLETED
100154,200016,20230222,165942,RETURNED
100154,200016,20230222,94045,CREATED
100104,200297,20230222,181215,COMPLETED
100104,200297,20230222,154055,RETURNED
100104,200297,20230222,94153,CREATED
100307,200499,20230222,154432,COMPLETED
100307,200499,20230222,94948,CREATED
100343,200076,20230223,83419,ASSIGNED
100343,200076,20230223,31136,RETURNED
100343,200076,20230222,94341,CREATED
100373,200357,20230222,95139,POOL
100373,200357,20230222,95139,CREATED
100141,200257,20230222,95224,POOL
100141,200257,20230222,95224,CREATED
100442,200222,20230223,90356,ASSIGNED
100442,200222,20230223,74715,RETURNED
100442,200222,20230222,93822,CREATED
100217,200463,20230223,34329,COMPLETED
100217,200463,20230222,235512,RETURNED
100217,200463,20230222,105408,CREATED
100026,200097,20230222,160608,COMPLETED
100026,200097,20230222,94918,CREATED
100447,200467,20230222,191416,COMPLETED
100447,200467,20230222,154038,RETURNED
100447,200467,20230222,94932,CREATED
100055,200500,20230222,135756,POOL
100055,200500,20230222,135756,CREATED
100078,200087,20230222,93903,ASSIGNED
100078,200087,20230222,93721,CREATED
100467,200130,20230222,192826,COMPLETED
100467,200130,20230222,160031,RETURNED
100467,200130,20230222,95254,CREATED
100252,200312,20230223,81914,ASSIGNED
100252,200312,20230223,74734,RETURNED
100252,200312,20230222,94458,CREATED
100406,200372,20230222,80620,CANCELLED
100406,200372,20230222,64533,RETURNED
100406,200372,20230221,163933,CREATED
100580,200372,20230222,172826,COMPLETED
